0.0124996744817, 0.0517467863116, 0.0909141083476, 0.129941247418, 0.108668676586
0.320880749604, 0.357817103335, 0.394201729028, 0.429978524227, 0.45399049974
0.597851781247, 0.628861789226, 0.658902137906, 0.687926507248, 0.707106781187
0.816300915064, 0.838349101649, 0.859104614685, 0.878535450673, 0.891006524188
0.954844827811, 0.965772962882, 0.975211946044, 0.983147223071, 0.987688340595
0.999921876017, 0.998660237572, 0.995858737424, 0.991521695284, 0.638361336769
0.947119604133, 0.933791690133, 0.919023937029, 0.902839115626, 0.891006524188
0.801606666426, 0.777517105954, 0.752228670461, 0.72578035288, 0.707106781187
0.577626883088, 0.545133730165, 0.511800020543, 0.477677152385, 0.45399049974
0.297104955869, 0.259388866697, 0.221272818694, 0.182815584042, 0.15643446504
